Symbol,Name,Address,Sector,Industry,Full Time Employees,Description,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level,Group
ORLY,O Reilly Automotive Inc,"233 South Patterson Avenue
Springfield, MO 65802-2298
United States
417 862 6708
https://www.oreillyauto.com",Consumer Cyclical,Specialty Retail,88149,"O'Reilly Automotive, Inc., together with its subsidiaries, operates as a retailer and supplier of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States and Mexico. The company provides new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting products, and oil and wiper blades; and accessories, including floor mats, seat covers, and truck accessories. It also offers auto body paint and related materials, automotive tools, and professional service provider service equipment. In addition, the company provide enhanced services and programs comprising used oil, oil filter, and battery recycling; battery, wiper, and bulb replacement; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; drum and rotor resurfacing; custom hydraulic hoses; and professional paint shop mixing and related materials. Further, it offers do-it-yourself and professional service for domestic and imported automobiles, vans, and trucks. The company was founded in 1957 and is headquartered in Springfield, Missouri.",13.0,0.2,4.0,8.9,Low,1.0,6th percentile,Low,ESG
PAYX,Paychex Inc,"911 Panorama Trail South
Rochester, NY 14625-2396
United States
585 385 6666
https://www.paychex.com",Industrials,Staffing & Employment Services,16600,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",17.0,1.2,6.5,9.8,,0.0,17th percentile,Low,ESG
PCG,P G & E Corp,"300 Lakeside Drive
Oakland, CA 94612
United States
415 973 1000
https://www.pgecorp.com",Utilities,Utilities—Regulated Electric,26010,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. The company owns and operates interconnected transmission lines; electric transmission substations, distribution lines, transmission switching substations, and distribution substations; and natural gas transmission, storage, and distribution system consisting of distribution pipelines, backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1905 and is based in Oakland, California.",35.0,8.0,6.0,21.0,Severe,5.0,79th percentile,Severe,Traditional
PEP,Pepsico Inc,"700 Anderson Hill Road
Purchase, NY 10577
United States
914 253 2000
https://www.pepsico.com",Consumer Defensive,Beverages—Non-Alcoholic,315000,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. The company offers its products primarily under the Lay's, Doritos, Cheetos, Gatorade, Pepsi-Cola, Mountain Dew, Quaker, Aquafina, Emperador, Diet Mountain Dew, Diet Pepsi, Gatorade Zero, Propel, Marias Gamesa, Ruffles, Sabritas, Saladitas, Tostitos, 7UP, Diet 7UP, H2oh!, Manzanita Sol, Mirinda, Pepsi Black, San Carlos, Toddy, Walkers, Chipsy, Kurkure, Sasko, Spekko, White Star, Smith's, Sting, SodaStream, Lubimy Sad, Pepsi, and other brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is based in Purchase, New York.",16.0,4.9,4.5,6.6,Significant,3.0,13th percentile,Low,ESG
PFE,Pfizer Inc,"66 Hudson Boulevard East
New York, NY 10001-2192
United States
212 733 2323
https://www.pfizer.com",Healthcare,Drug Manufacturers—General,83000,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic, migraine, and women's health under the Eliquis, Nurtec ODT/Vydura, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands. The company also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Eucrisa/Staquis, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, Vfend, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Inlyta, Retacrit, Lorbrena, and Braftovi brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems, as well as disease control and prevention centers. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Myovant Sciences Ltd.; Merck KGaA; Valneva SE; BioNTech SE; and Arvinas, Inc., as well as strategic partnership with CSPC Pharmaceutical Group Limited to launch a local brand of the COVID-19 oral therapeutic treatment Nirmatrelvir/Ritonavir in China, and a collaboration with Carrick Therapeutics Limited. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.",25.0,2.8,9.7,12.9,Significant,3.0,45th percentile,Medium,Traditional
PFG,Principal Financial Group,"711 High Street
Des Moines, IA 50392
United States
515 247 5111
https://www.principal.com",Financial Services,Asset Management,19300,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides retirement, and related financial products and services. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit plans, nonqualified executive benefit plans, employee stock ownership plans, equity compensation, and pension risk transfer services; individual retirement accounts; investment only products; and mutual funds, individual variable annuities, and bank products, as well as trust and custody services. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation products and services, mutual funds, asset management, income annuities, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",17.0,0.7,9.9,6.7,Low,1.0,17th percentile,Low,ESG
PG,Procter & Gamble Co,"One Procter & Gamble Plaza
Cincinnati, OH 45202
United States
513 983 1100
https://www.pginvestor.com",Consumer Defensive,Household & Personal Products,107000,"The Procter & Gamble Company provides branded consumer packaged goods worldwide. It operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, and SK-II brands. The Grooming segment provides shave care products and appliances under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, rapid diagnostics, respiratory, vitamins/minerals/supplements, pain relief, and other personal health care products under the Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, taped diapers, and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. The company sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The Procter & Gamble Company was founded in 1837 and is headquartered in Cincinnati, Ohio.",27.0,9.5,7.5,9.6,Significant,3.0,50th percentile,Medium,Traditional
PGR,Progressive Corp,"6300 Wilson Mills Road
Mayfield, OH 44143
United States
440 461 5000
https://www.progressive.com",Financial Services,Insurance—Property & Casualty,55100,"The Progressive Corporation, an insurance holding company, provides personal and commercial auto, personal residential and commercial property, general liability, and other specialty property-casualty insurance products and related services in the United States. It operates in three segments: Personal Lines, Commercial Lines, and Property. The Personal Lines segment writes insurance for personal autos and recreational vehicles (RV). This segment's products include personal auto insurance; and special lines products, including insurance for motorcycles, ATVs, RVs, watercrafts, snowmobiles, and related products. The Commercial Lines segment provides auto-related liability and physical damage insurance, and business-related general liability and property insurance for autos, vans, pick-up trucks, and dump trucks used by small businesses; tractors, trailers, and straight trucks primarily used by regional general freight and expeditor-type businesses, and long-haul operators; dump trucks, log trucks, and garbage trucks used by dirt, sand and gravel, logging, garbage/debris removal, and coal-type businesses; and tow trucks and wreckers used in towing services and gas/service station businesses; as well as non-fleet and airport taxis, and black-car services. The Property segment writes residential property insurance for homeowners, other property owners, and renters, as well as offers manufactured homes, personal umbrella insurance, and primary and excess flood insurance. The company offers policy issuance and claims adjusting services; and acts as an agent to homeowners, general liability, workers' compensation insurance, and other products. It also provides reinsurance services. The company sells its products through independent insurance agencies, as well as through mobile applications and over the phone. The Progressive Corporation was founded in 1937 and is headquartered in Mayfield Village, Ohio.",21.0,1.7,10.9,8.4,Low,1.0,29th percentile,Medium,Traditional
PHM,Pultegroup Inc,"3350 Peachtree Road NE
Suite 1500
Atlanta, GA 30326
United States
404 978 6400
https://www.pultegroup.com",Consumer Cyclical,Residential Construction,6524,"PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. It acquires and develops land primarily for residential purposes; and constructs housing on such land. The company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2022, it controlled 211,112 lots, of which 108,848 were owned and 102,264 were under land option agreements. In addition, the company arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. The company was founded in 1950 and is headquartered in Atlanta, Georgia.",21.0,8.7,4.9,7.3,Moderate,2.0,29th percentile,Medium,Traditional
PKG,Packaging Corp of America,"1 North Field Court
Lake Forest, IL 60045
United States
847 482 3000
https://www.packagingcorp.com",Consumer Cyclical,Packaging & Containers,15100,"Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products. This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners. The Paper segment manufactures and sells commodity and specialty papers, as well as communication papers, including cut-size office papers, and printing and converting papers. This segment sells white papers through its sales and marketing organization. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois.",17.0,11.6,3.8,1.4,Low,1.0,15th percentile,Low,ESG
PLD,Prologis Inc,"Pier 1, Bay 1
San Francisco, CA 94111
United States
415 394 9000
https://www.prologis.com",Real Estate,REIT—Industrial,2466,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2023, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (114 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",9.0,2.5,4.3,1.7,Low,1.0,2nd percentile,Negligible,ESG
PM,Philip Morris International,"677 Washington Boulevard
Suite 1100
Stamford, CT 06901
United States
203 905 2410
https://www.pmi.com",Consumer Defensive,Tobacco,79800,"Philip Morris International Inc. operates as a tobacco company working to delivers a smoke-free future and evolving portfolio for the long-term to include products outside of the tobacco and nicotine sector. The company's product portfolio primarily consists of cigarettes and smoke-free products, including heat-not-burn, vapor, and oral nicotine products primarily under the IQOS and ZYN brands; and consumer accessories, such as lighters and matches. It also offers wellness and healthcare products. Philip Morris International Inc. was incorporated in 1987 and is headquartered in Stamford, Connecticut.",24.0,3.6,9.5,10.7,Significant,3.0,39th percentile,Medium,Traditional
PNC,Pnc Financial Services Group,"The Tower at PNC Plaza
300 Fifth Avenue
Pittsburgh, PA 15222-2401
United States
888 762 2265
https://www.pnc.com",Financial Services,Banks—Regional,58231,"The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States. It operates through three segments: Retail Banking, Corporate & Institutional Banking, and Asset Management Group segments. The company's Retail Banking segment offers checking, savings, and money market accounts, as well as certificates of deposit; residential mortgages, home equity loans and lines of credit, auto loans, credit cards, education loans, and personal and small business loans and lines of credit; and brokerage, insurance, and investment and cash management services. This segment serves consumer and small business customers through a network of branches, ATMs, call centers, and online and mobile banking channels. Its Corporate & Institutional Banking segment provides secured and unsecured loans, letters of credit, and equipment leases; cash and investment management services, receivables and disbursement management services, funds transfer services, international payment services, and access to online/mobile information management and reporting; securities underwriting, loan syndications, customer-related trading, and mergers and acquisitions and equity capital markets advisory related services; and commercial loan servicing and technology solutions. It serves mid-sized and large corporations, and government and not-for-profit entities. The company's Asset Management Group segment offers investment and retirement planning, customized investment management, credit and cash management solutions, and trust management and administration services for high net worth and ultra high net worth individuals, and their families; and multi-generational family planning services for ultra high net worth individuals and their families. It also provides outsourced chief investment officer, custody, private real estate, cash and fixed income client solutions, and fiduciary retirement advisory services for institutional clients. The company was founded in 1852 and is headquartered in Pittsburgh, Pennsylvania.",22.0,1.7,8.9,11.8,Significant,3.0,33rd percentile,Medium,Traditional
PNW,Pinnacle West Capital,"400 North Fifth Street
PO Box 53999
Phoenix, AZ 85072-3999
United States
602 250 1000
https://www.pinnaclewest.com",Utilities,Utilities—Regulated Electric,5861,"Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include overhead lines and underground lines; and distribution facilities, as well as owns and maintains transmission and distribution substations. The company was incorporated in 1985 and is headquartered in Phoenix, Arizona.",31.0,15.0,6.0,10.0,Low,1.0,69th percentile,Severe,Traditional
PPG,Ppg Industries Inc,"One PPG Place
Pittsburgh, PA 15272
United States
412 434 3131
https://www.ppg.com",Basic Materials,Specialty Chemicals,52000,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials worldwide. The company operates through Performance Coatings and Industrial Coatings. The Performance Coatings segment offers coatings, solvents, adhesives, sealants, sundries, and software for automotive and commercial transport/fleet repair and refurbishing, light industrial coatings, and specialty coatings for signs; and coatings, sealants, transparencies, transparent armor, adhesives, engineered materials, and packaging and chemical management services for commercial, military, regional jet, and general aviation aircraft. The Industrial Coatings segment offers coatings, adhesives and sealants, and metal pretreatments, as well as services and coatings applications for appliances, agricultural and construction equipment, consumer electronics, automotive parts and accessories, building products, kitchenware, and transportation vehicles and other finished products; and on-site coatings services. It also provides coatings for metal cans, closures, plastic tubes, and promotional and specialty packaging; amorphous precipitated silica for tire, battery separator, and other end-uses; TESLIN substrates for labels, e-passports, drivers' licenses, breathable membranes, and loyalty and identification cards; and organic light emitting diode materials, displays and lighting lens materials, optical lenses, color-change products, and photochromic dyes. The company was incorporated in 1883 and is headquartered in Pittsburgh, Pennsylvania.",24.0,9.3,7.3,7.7,Low,1.0,42nd percentile,Medium,Traditional
PPL,Ppl Corp,"Two North Ninth Street
Allentown, PA 18101-1179
United States
610 774 5151
https://www.pplweb.com",Utilities,Utilities—Regulated Electric,6527,"PPL Corporation, an energy company, focuses on providing electricity and natural gas to approximately 3.5 million customers in the United States. It operates through three segments: Kentucky Regulated, Pennsylvania Regulated, and Rhode Island Regulated. The company delivers electricity to customers in Pennsylvania, Kentucky, Virginia, and Rhode Island; delivers natural gas to customers in Kentucky and Rhode Island; and generates electricity from power plants in Kentucky. PPL Corporation was founded in 1920 and is headquartered in Allentown, Pennsylvania.",34.0,19.7,5.8,8.3,Moderate,2.0,75th percentile,High,Traditional
PRU,Prudential Financial Inc,"751 Broad Street
Newark, NJ 07102
United States
973 802 6000
https://www.prudential.com",Financial Services,Insurance—Life,39583,"Prudential Financial, Inc., together with its subsidiaries, provides insurance, investment management, and other financial products and services in the United States and internationally. It operates through PGIM, Retirement Strategies, Group Insurance, Individual Annuities, Individual Life, Assurance IQ, and International Businesses segments. The company offers investment management services and solutions related to public fixed income, public equity, real estate debt and equity, private credit and other alternatives, and multi-asset class strategies to institutional and retail clients, as well as its general account. It also provides a range of retirement investment, and income products and services to retirement plan sponsors in the public, private, and not-for-profit sectors; and group life, long-term and short-term group disability, and group corporate-, bank-, and trust-owned life insurance in the United States, primarily to institutional clients for use in connection with employee and membership benefits plans, as well as sells accidental death and dismemberment, and other supplemental health solutions; and provides plan administration services in connection with its insurance coverages. In addition, the company develops and distributes individual variable and fixed annuity products, principally to the mass affluent and affluent markets; and individual variable, term, and universal life insurance products to the mass middle, mass affluent, and affluent markets in the United States. Further, it provides third-party life, health, Medicare, property and casualty, and term life products to retail shoppers through its digital and agent channels. The company offers its products and services to individual and institutional customers through its proprietary and third-party distribution networks. Prudential Financial, Inc. was founded in 1875 and is headquartered in Newark, New Jersey.",16.0,1.0,8.6,6.6,Low,1.0,13th percentile,Low,ESG
PSA,Public Storage,"701 Western Avenue
2nd Floor
Glendale, CA 91201-2349
United States
818 244 8080
https://www.publicstorage.com",Real Estate,REIT—Industrial,5900,"Public Storage, a member of the S&P 500 and FT Global 500, is a REIT that primarily acquires, develops, owns, and operates self-storage facilities. At June 30, 2023, we had: (i) interests in 2,888 self-storage facilities located in 40 states with approximately 206 million net rentable square feet in the United States and (ii) a 35% common equity interest in Shurgard Self Storage Limited (Euronext Brussels:SHUR), which owned 266 self-storage facilities located in seven Western European nations with approximately 15 million net rentable square feet operated under the Shurgard brand. Our headquarters are located in Glendale, California.",12.0,5.0,5.0,3.0,Low,1.0,5th percentile,Negligible,ESG
PSX,Phillips 66,"2331 CityWest Boulevard
Houston, TX 77042
United States
832 765 3010
https://www.phillips66.com",Energy,Oil & Gas Refining & Marketing,13000,"Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels. This segment also manufactures and markets specialty products, such as base oils and lubricants. The company was founded in 1875 and is headquartered in Houston, Texas.",29.0,16.4,6.0,7.0,Significant,3.0,61st percentile,Medium,Traditional
PTC,Ptc Inc,"121 Seaport Boulevard
Boston, MA 02210
United States
781 370 5000
https://www.ptc.com",Technology,Software—Application,7165,"PTC Inc. operates as software company in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Software Products and Professional Services. It offers ThingWorx platform, which offers end-to-end capabilities to enable digital transformation; and Vuforia, which enables the creation of AR. In addition, the company provides Onshape, a cloud product development platform that delivers computer-aided design with data management tools; Arena, a PLM and QMS products that delivers cloud solutions; Creo, a 3D CAD technology enables for product design and development, and Windchill, a product lifecycle management software. Further, it offers Servigistics, service parts management solution; Codebeamer, an application lifecycle management for products and software development. PTC Inc. was incorporated in 1985 and is headquartered in Boston, Massachusetts.",19.0,4.9,5.4,8.6,,0.0,22nd percentile,Low,ESG
PWR,Quanta Services Inc,"2727 North Loop West
Houston, TX 77008
United States
713 629 7600
https://www.quantaservices.com",Industrials,Engineering & Construction,47300,"Quanta Services, Inc. provides infrastructure solutions for the electric and gas utility, renewable energy, communications, and pipeline and energy industries worldwide. The company's Electric Power Infrastructure Solutions segment engages in the design, procurement, construction, upgrade, repair, and maintenance of electric power transmission and distribution infrastructure and substation facilities; installation, maintenance, and upgrade of electric power infrastructure projects; installation of smart grid technologies on electric power networks; and design, installation, maintenance, and repair of commercial and industrial wirings. This segment also offers aviation services; emergency restoration services; and other engineering and technical services; design and construction solutions to wireline and wireless communications, cable multi-system operators, and other customers; and training for electric workers, as well as training for the gas distribution and communications industries. The company's Renewable Energy Infrastructure Solutions segment is involved in engineering, procurement, construction, repair, and maintenance of wind, solar, and hydropower generation facilities, as well as battery storage facilities; and provision of engineering and construction services for substations and switchyards, transmission, and other electrical infrastructures. The company's Underground Utility and Infrastructure Solutions segment offers design, engineering, procurement, construction, upgrade, repair, and maintenance services for natural gas systems for gas utility customers; fabrication services for pipeline support systems and structures and facilities; and engineering and construction services for pipeline and storage systems, and compressor and pump stations. The company was formerly known as Fabal Construction, Inc. and changed its name to Quanta Services, Inc. in November 1997. Quanta Services, Inc. was incorporated in 1997 and is headquartered in Houston, Texas.",37.0,12.0,9.0,16.0,Moderate,2.0,86th percentile,Severe,Traditional
PXD,Pioneer Natural Resources Co,"777 Hidden Ridge
Irving, TX 75038
United States
972 444 9001
https://www.pxd.com",Energy,Oil & Gas E&P,2076,"Pioneer Natural Resources Company operates as an independent oil and gas exploration and production company in the United States. The company explores for, develops, and produces oil, natural gas liquids (NGLs), and gas. It has operations in the Midland Basin in West Texas. Pioneer Natural Resources Company was founded in 1997 and is headquartered in Irving, Texas.",37.0,18.7,9.1,9.0,Low,1.0,83rd percentile,High,Traditional
PYPL,Paypal Holdings Inc,"2211 North First Street
San Jose, CA 95131
United States
408 967 1000
https://www.paypal.com",Financial Services,Credit Services,29900,"PayPal Holdings, Inc. operates a technology platform that enables digital payments on behalf of merchants and consumers worldwide. The company provides payment solutions under the PayPal, PayPal Credit, Braintree, Venmo, Xoom, PayPal Zettle, Hyperwallet, PayPal Honey, and Paidy names. Its payments platform allows consumers to send and receive payments in approximately 200 markets and in approximately 150 currencies, withdraw funds to their bank accounts in 56 currencies, and hold balances in their PayPal accounts in 25 currencies. The company was founded in 1998 and is headquartered in San Jose, California.",16.0,0.7,5.4,9.9,Moderate,2.0,13th percentile,Low,ESG
QCOM,Qualcomm Inc,"5775 Morehouse Drive
San Diego, CA 92121-1714
United States
858 587 1121
https://www.qualcomm.com",Technology,Semiconductors,51000,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA, LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, IoT, and extended reality, and investments, including non-marketable equity securities and, to a lesser extent, marketable equity securities, and convertible debt instruments. It also provides development, and other services and related products to the United States government agencies and their contractors. The company was incorporated in 1985 and is headquartered in San Diego, California.",17.0,4.8,7.7,4.1,High,4.0,14th percentile,Low,ESG
REG,Regency Centers Corp,"One Independent Drive
Suite 114
Jacksonville, FL 32202-5019
United States
904 598 7000
https://www.regencycenters.com",Real Estate,REIT—Retail,440,"Regency Centers is a preeminent national owner, operator, and developer of shopping centers located in suburban trade areas with compelling demographics. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member.",11.0,4.0,4.0,3.0,,0.0,3rd percentile,Negligible,ESG
REGN,Regeneron Pharmaceuticals,"777 Old Saw Mill River Road
Tarrytown, NY 10591-6707
United States
914 847 7000
https://www.regeneron.com",Healthcare,Biotechnology,12256,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat neovascular age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; diabetic retinopathy; neovascular glaucoma; and retinopathy of prematurity. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma; Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; and develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services, as well as with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. The company was incorporated in 1988 and is headquartered in Tarrytown, New York.",18.0,0.4,7.0,10.8,Moderate,2.0,19th percentile,Low,ESG
